FreeCAD 0.17, Libs: 0.17RUnknown
         16482684 function calls (14940014 primitive calls) in 6.992 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 Token.py:12(Token)
        1    0.000    0.000    0.000    0.000 Registry.py:191(setWorld)
        1    0.000    0.000    0.000    0.000 polyquinticconst.py:23(PolyQuintic)
        1    0.000    0.000    0.000    0.000 display.py:685(Markdown)
        1    0.000    0.000    0.000    0.000 utils.py:26(Event)
        1    0.000    0.000    0.000    0.000 mathieu_functions.py:197(mathieucprime)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1298(addCondition)
        1    0.000    0.000    0.000    0.000 smetric.py:1(<module>)
       38    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
        3    0.000    0.000    0.000    0.000 core.py:1361(getmask)
        1    0.000    0.000    0.000    0.000 __init__.py:171(RaiseOnErrorTokenFilter)
        1    0.000    0.000    0.000    0.000 minidom.py:1345(DOMImplementation)
        2    0.000    0.000    0.000    0.000 minidom.py:1894(_nssplit)
        2    0.000    0.000    0.000    0.000 cache.py:183(_getenv)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1275(addCondition)
        1    0.000    0.000    0.000    0.000 sparse_ndim_array.py:115(ImmutableSparseNDimArray)
        1    0.000    0.000    0.000    0.000 spawnbase.py:13(_NullCoder)
        1    0.000    0.000    0.000    0.000 expr_with_intlimits.py:14(ExprWithIntLimits)
       11    0.000    0.000    0.000    0.000 GdmlExpressionParser.py:267(powExpression)
        1    0.000    0.000    0.000    0.000 __init__.py:1641(ZipManifests)
        1    0.000    0.000    0.000    0.000 graycode.py:9(GrayCode)
        1    0.000    0.000    0.000    0.000 __init__.py:92(todatetime)
        7    0.000    0.000    0.000    0.000 pyparsing.py:437(__iter__)
        1    0.000    0.000    0.000    0.000 Parser.py:16(TraceListener)
        1    0.000    0.000    0.000    0.000 boolalg.py:56(Boolean)
        6    0.000    0.000    0.000    0.000 traitlets.py:1047(cross_validation_lock)
        9    0.000    0.000    0.000    0.000 GdmlExpressionParser.py:716(accept)
        3    0.000    0.000    0.000    0.000 pyparsing.py:4270(__init__)
        1    0.000    0.000    0.000    0.000 data.py:156(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 __init__.py:46(__sympy_debug)
        1    0.000    0.000    0.000    0.000 io.py:24(IOStream)
        1    0.000    0.000    0.000    0.000 plot.py:558(Parametric2DLineSeries)
        2    0.000    0.000    0.000    0.000 libmpf.py:884(python_mpf_mul)
        1    0.000    0.000    0.000    0.000 __init__.py:1688(ZipProvider)
        1    0.000    0.000    0.000    0.000 numbers.py:3723(ImaginaryUnit)
        3    0.000    0.000    0.000    0.000 numbers.py:2800(__lt__)
        1    0.000    0.000    0.000    0.000 prefilter.py:397(EmacsChecker)
        4    0.000    0.000    0.000    0.000 core.py:8(exhaust)
        1    0.000    0.000    0.000    0.000 calculus.py:5(MatrixCalculusMethods)
        1    0.000    0.000    0.000    0.000 ast.py:1112(_SizedIntType)
        1    0.000    0.000    0.000    0.000 GdmlExpressionVisitor.py:6(GdmlExpressionVisitor)
       26    0.000    0.000    0.000    0.000 singleton.py:120(__repr__)
        1    0.000    0.000    0.000    0.000 <string>:1(_IDENTITY_TYPE)
        1    0.000    0.000    0.000    0.000 mul.py:32(_mulsort)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:246(cosh)
        1    0.000    0.000    0.000    0.000 FlukaParser.py:1401(LatticeContext)
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.001    0.001 __init__.py:177(get_supported_platform)
       14    0.000    0.000    0.000    0.000 {numpy.geterrobj}
        1    0.000    0.000    0.000    0.000 script.py:28(script_args)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-566>:1(<module>)
        1    0.000    0.000    0.000    0.000 traitlets.py:305(directional_link)
        1    0.000    0.000    0.000    0.000 expr_with_limits.py:128(ExprWithLimits)
        1    0.000    0.000    0.000    0.000 Utils.py:6(<module>)
        2    0.000    0.000    0.000    0.000 arrayprint.py:460(decorating_function)
        4    0.000    0.000    0.000    0.000 util.py:379(add_metaclass)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:334(DocumentLS)
        1    0.000    0.000    0.000    0.000 ego.py:3(<module>)
        1    0.000    0.000    0.000    0.000 blockmatrix.py:22(BlockMatrix)
        1    0.000    0.000    0.000    0.000 complexes.py:710(transpose)
        1    0.000    0.000    0.000    0.000 minidom.py:33(Node)
        1    0.000    0.000    0.000    0.000 hyper.py:949(HyperRep_sqrts2)
        1    0.000    0.000    0.000    0.000 _util.py:343(MapWrapper)
        1    0.000    0.000    0.000    0.000 LexerActionExecutor.py:17(LexerActionExecutor)
        1    0.000    0.000    0.000    0.000 numbers.py:2263(AlgebraicNumber)
        1    0.000    0.000    0.000    0.000 polynomial.py:1614(Polynomial)
        1    0.000    0.000    0.000    0.000 rootisolation.py:1661(RealInterval)
        2    0.000    0.000    0.000    0.000 facts.py:308(rules_beta)
       22    0.000    0.000    0.000    0.000 ErrorStrategy.py:80(endErrorCondition)
        1    0.000    0.000    0.000    0.000 unweighted.py:12(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:1188(PowerNorm)
        1    0.000    0.000    0.000    0.000 matexpr.py:961(_LeftRightArgs)
        1    0.000    0.000    0.000    0.000 builtin_trap.py:37(BuiltinTrap)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(EOF)
        2    0.000    0.000    0.001    0.000 platform.py:785(mac_ver)
        1    0.000    0.000    0.000    0.000 configurable.py:332(LoggingConfigurable)
        1    0.000    0.000    0.000    0.000 ctx_mp_python.py:161(__neg__)
       10    0.000    0.000    0.000    0.000 cycler.py:138(keys)
        5    0.000    0.000    0.000    0.000 _signatures.py:193(__new__)
        8    0.000    0.000    0.000    0.000 __init__.py:101(CFunctionType)
        1    0.000    0.000    0.000    0.000 calendar.py:377(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 rfc822.py:501(AddrlistClass)
        1    0.000    0.000    0.000    0.000 ast.py:1496(Pointer)
        1    0.000    0.000    0.000    0.000 matexpr.py:866(ZeroMatrix)
        7    0.000    0.000    0.000    0.000 ATNSimulator.py:40(getCachedContext)
        1    0.000    0.000    0.000    0.000 traitlets.py:982(setup_instance)
        1    0.000    0.000    0.000    0.000 splitinput.py:81(LineInfo)
        4    0.000    0.000    0.000    0.000 core.py:3349(dtype)
        6    0.000    0.000    0.000    0.000 _threadsafety.py:50(non_reentrant)
        1    0.000    0.000    0.000    0.000 callbacks.py:10(EventLoopCallbacks)
        1    0.000    0.000    0.000    0.000 numerictypes.py:438(__getitem__)
        1    0.000    0.000    0.000    0.000 core.py:1123(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 selection.py:33(SelectionState)
        1    0.000    0.000    0.000    0.000 httplib.py:710(HTTPConnection)
        1    0.000    0.000    0.000    0.000 magic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 matfuncs.py:223(ProductOperator)
        1    0.000    0.000    0.000    0.000 Orb.py:11(Orb)
       11    0.000    0.000    0.000    0.000 InputStream.py:32(size)
        1    0.000    0.000    0.000    0.000 indexed.py:521(Idx)
        1    0.000    0.000    0.000    0.000 fnodes.py:171(Do)
        1    0.000    0.000    0.000    0.000 gammazeta.py:395(bernoulli_size)
        1    0.000    0.000    0.000    0.000 LexerAction.py:47(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:545(__init__)
        3    0.000    0.000    0.000    0.000 atexit.py:37(register)
        1    0.000    0.000    0.000    0.000 nx_shp.py:13(<module>)
        1    0.000    0.000    0.000    0.000 coloransi.py:111(ColorScheme)
        1    0.000    0.000    0.000    0.000 __init__.py:1668(MemoizedZipManifests)
        1    0.000    0.000    0.000    0.000 matrices.py:942(MatrixSubspaces)
        1    0.000    0.000    0.000    0.000 lambdarepr.py:60(NumExprPrinter)
        1    0.000    0.000    0.000    0.000 Transition.py:86(RuleTransition)
       23    0.000    0.000    0.000    0.000 overrides.py:179(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 threading.py:1049(_Timer)
        1    0.000    0.000    0.000    0.000 prefilter.py:436(AssignmentChecker)
        1    0.000    0.000    0.000    0.000 lexers.py:90(RegexSync)
        1    0.000    0.000    0.000    0.000 FlukaParser.py:472(SimpleRegionContext)
        1    0.000    0.000    0.004    0.004 __init__.py:992(rc_params)
        1    0.000    0.000    0.000    0.000 ElementTree.py:171(Element)
        1    0.000    0.000    0.000    0.000 util.py:172(Finalize)
        1    0.000    0.000    0.000    0.000 core.py:6059(mvoid)
        7    0.000    0.000    0.000    0.000 rcsetup.py:299(__init__)
        1    0.000    0.000    0.000    0.000 display_trap.py:32(DisplayTrap)
        2    0.000    0.000    0.000    0.000 Writer.py:320(writeSolid)
        1    0.000    0.000    0.000    0.000 interface.py:636(IdentityOperator)
        1    0.000    0.000    0.000    0.000 cxxcode.py:106(CXX98CodePrinter)
        1    0.000    0.000    0.000    0.000 httplib.py:255(HTTPMessage)
        1    0.000    0.000    0.000    0.000 urllib2.py:1245(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 __init__.py:544(_wrap_binary_strfunc)
        2    0.000    0.000    0.000    0.000 os.py:496(__delitem__)
        1    0.000    0.000    0.000    0.000 base.py:15(EventLoop)
        3    0.000    0.000    0.000    0.000 rszeta.py:54(__init__)
        1    0.000    0.000    0.000    0.000 six.py:91(MovedModule)
        1    0.000    0.000    0.000    0.000 Defines.py:363(Quantity)
        1    0.000    0.000    0.000    0.000 traitlets.py:2575(TCPAddress)
        1    0.000    0.000    0.000    0.000 fancysets.py:152(__new__)
        7    0.000    0.000    0.000    0.000 ATNDeserializer.py:467(<lambda>)
        1    0.000    0.000    0.000    0.000 ring.py:10(Ring)
        1    0.000    0.000    0.010    0.010 decorator.py:63(xthreaded)
        1    0.000    0.000    0.000    0.000 argparse.py:964(_CountAction)
        1    0.000    0.000    0.000    0.000 bessel.py:31(BesselBase)
        1    0.000    0.000    0.000    0.000 __init__.py:3229(_initialize)
        1    0.000    0.000    0.000    0.000 base.py:148(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:1322(FourierTypeTransform)
        1    0.000    0.000    0.000    0.000 hermite.py:1819(Hermite)
        1    0.000    0.000    0.000    0.000 Defines.py:499(VectorBase)
        1    0.000    0.000    0.000    0.000 expanders.py:7(<module>)
        1    0.000    0.000    0.000    0.000 factorials.py:355(factorial2)
        9    0.000    0.000    0.000    0.000 GdmlExpressionParser.py:618(expression)
        3    0.000    0.000    0.000    0.000 sentinel.py:8(__init__)
        1    0.000    0.000    0.000    0.000 function_base.py:20(_index_deprecate)
       14    0.000    0.000    0.000    0.000 gexf.py:225(<genexpr>)
        1    0.000    0.000    0.000    0.000 point.py:1065(Point3D)
        2    0.000    0.000    0.000    0.000 ssl.py:321(__new__)
        1    0.000    0.000    0.000    0.000 py3k.py:104(contextlib_nullcontext)
        1    0.000    0.000    0.000    0.000 _signatures.py:449(Signature)
        1    0.000    0.000    0.000    0.000 trigonometric.py:1691(csc)
        1    0.000    0.000    0.000    0.000 polynomials.py:825(assoc_legendre)
        1    0.000    0.000    0.000    0.000 StringIO.py:258(getvalue)
        1    0.000    0.000    0.000    0.000 TwoVector.py:3(TwoVector)
        1    0.000    0.000    0.000    0.000 csr.py:23(csr_matrix)
        1    0.000    0.000    0.000    0.000 cli.py:63(InFocusStack)
        1    0.000    0.000    0.000    0.000 decorator.py:80(FunctionMaker)
        1    0.000    0.000    0.001    0.001 from_pygments.py:29(style_from_pygments)
      2/1    0.000    0.000    0.000    0.000 Registry.py:197(orderLogicalVolumes)
        1    0.000    0.000    0.000    0.000 minidom.py:1421(_create_document)
        1    0.000    0.000    0.000    0.000 colorable.py:21(Colorable)
        1    0.000    0.000    0.000    0.000 heaps.py:304(BinaryHeap)
        1    0.000    0.000    0.000    0.000 symbol.py:362(Wild)
       23    0.000    0.000    0.000    0.000 sre_parse.py:217(tell)
        4    0.000    0.000    0.000    0.000 re.py:173(findall)
        1    0.000    0.000    0.000    0.000 cli.py:155(HasSearch)
        1    0.000    0.000    0.000    0.000 httplib.py:1138(HTTP)
        1    0.000    0.000    0.000    0.000 InputStream.py:16(InputStream)
       22    0.000    0.000    0.000    0.000 Parser.py:295(getCurrentToken)
        1    0.000    0.000    0.000    0.000 execution.py:60(TimeitResult)
        1    0.000    0.000    0.000    0.000 function_base.py:1878(vectorize)
        1    0.000    0.000    0.000    0.000 processors.py:382(AppendAutoSuggestion)
        2    0.000    0.000    0.000    0.000 rcsetup.py:612(validate_bbox)
        1    0.000    0.000    0.000    0.000 SemanticContext.py:17(SemanticContext)
        1    0.000    0.000    0.000    0.000 <string>:1(IntegralInfo)
        1    0.000    0.000    0.000    0.000 suite.py:252(_ErrorHolder)
        7    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 geometry.py:346(RPP)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2751(charsAsStr)
        1    0.000    0.000    0.000    0.000 input_processor.py:285(KeyPressEvent)
        1    0.000    0.000    0.000    0.000 matrices.py:521(MatrixReductions)
        1    0.000    0.000    0.000    0.000 function.py:435(__new__)
       16    0.000    0.000    0.000    0.000 pyparsing.py:294(__getitem__)
        1    0.000    0.000    0.000    0.000 tensor.py:3735(TensorElement)
        2    0.000    0.000    0.000    0.000 {_locale.nl_langinfo}
        1    0.000    0.000    0.000    0.000 TwistedTrd.py:13(TwistedTrd)
        1    0.000    0.000    0.000    0.000 transforms.py:1211(InverseLaplaceTransform)
        3    0.000    0.000    0.000    0.000 index_tricks.py:310(__init__)
        1    0.000    0.000    0.000    0.000 coreviews.py:261(FilterAtlas)
        1    0.000    0.000    0.000    0.000 numeric.py:2653(<dictcomp>)
        1    0.000    0.000    0.000    0.000 function.py:817(AppliedUndef)
        1    0.000    0.000    0.000    0.000 integerring.py:12(IntegerRing)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 matmul.py:16(MatMul)
        1    0.000    0.000    0.000    0.000 formatters.py:704(HTMLFormatter)
        1    0.000    0.000    0.000    0.000 fancysets.py:344(Range)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3098(__init__)
        1    0.000    0.000    0.000    0.000 registry.py:86(Registry)
        2    0.000    0.000    0.000    0.000 core.py:6347(__setattr__)
